Arousal,Valence,Dominance,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,MPS,TRT,GD,FFD,GPT,nFix
4.043,4.171,3.645,1.157,0.5,0.531,1.52,0.591,1.709,0.164,1.132,3342.858945,3570.675866,2986.865206,2796.673828,4380.163023,30.31598124
5.467,7.197,6.713,0.85,1.648,0,0.683,0,0,0,1.977,,,,,,
3.397,4.798,4.001,0,0,0,0,0.69,0,0,0.921,3354.472713,3012.894336,2492.973052,2265.62969,3731.303571,27.00916306
3.338,2.62,3.867,0.697,0,0,0.625,0,0,0,0.375,3265.277957,3371.775198,2844.633593,2675.892705,3396.173336,30.01558303
2.917,2.534,3.631,0,0,0,1,0,0,0,0.508,3396.75211,2783.264368,2064.197478,1938.686439,2865.050606,26.28640387
2.647,3.871,3.586,0,0,0.5,0,0,0,0,1.133,3255.997601,3004.324603,2309.173052,2013.750613,3591.699495,26.01100289
3.326,4.482,3.9,0,0,0,0,0.765,0,0,0.352,3370.940427,1808.821108,1602.728663,1528.199267,2170.601511,16.56703297
3.475,4.716,4.111,0.03,1.305,0.328,0,1.43,0.094,0.805,1.695,3242.229304,1908.255357,1704.535119,1460.070833,2075.282143,16.83035714
4.424,5.052,4.459,0,0.555,0.117,0,1.288,1.031,0,0.82,,,,,,
2.26,3.721,2.777,0,0.406,0,0,0,0,0,0,3186.110436,5054.705159,4291.585137,3744.035895,6055.577201,45.56760462
3.555,4.517,4.134,0,0.406,0,0,0,0.906,0.469,0.305,3257.580938,5209.835664,4046.074839,3760.851457,10115.41811,45.93654956
2.346,4.052,3.218,0,0,0,0,0.576,0,0,0.695,3333.287639,3345.452724,2272.463997,2113.460317,5313.808856,30.32537879
1.236,2.01,1.646,0,0,0,0,0,0,0,0.578,3363.036423,1982.061294,1552.076862,1267.512759,2496.210501,16.58415751
2.322,4.103,3.76,0,0,0,0,0.167,0,0,0.633,,,,,,
2.744,2.127,2.106,0.574,1.031,0.656,0.843,0.691,1.827,1.07,0,3450.62826,2249.39417,1948.282814,1717.814805,2674.704243,18.76947497
2.929,3.733,5.531,0,0,0.594,0,0,0,0,0.546,3251.437072,3269.109488,2397.734704,2274.787085,4207.253968,28.09011544
1.6,2.705,2.358,0,0.281,0,0,0,0,0,0,3398.577829,2075.939466,1623.532973,1362.219697,2368.592496,18.00858586
2.125,3.208,2.142,0,0,0,0,0,0,0,0,3303.419788,2714.699892,1934.583874,1720.901732,3321.325541,22.15411255
5.575,8.334,6.911,0,0.602,0,0,2.067,0,0,0,3305.560467,3277.506421,2846.390152,2619.729113,4526.27904,32.26082251
1.315,1.849,1.845,0,0.406,0,0,0,0,0,0,,,,,,
4.382,5.539,5.509,0,0.516,0,0,0,0,0,1.18,3269.768093,4343.61533,3781.129079,3548.829666,5078.76768,41.52270597
4.114,5.995,5.444,0,1.032,0,0,0,0,0,0.352,,,,,,
1.692,3.062,2.446,0,0,0,0,0.297,0,0,1.875,3303.801131,2748.910642,1711.22123,1673.30873,4054.2307,23.99361472
2.421,3.263,2.601,0,0,0,0,0.515,0,0,0.352,3309.425573,3471.180866,2464.858489,2159.871968,4498.451004,29.59124748
2.623,4.072,3.087,0,0.5,0,0,0.333,0,0.164,0.461,,,,,,
5.58,8.696,8.209,0,0.765,0,0,1.062,0.032,0,1.304,3199.3366,3925.854029,3519.426923,3256.504304,4622.44826,36.47760989
0.99,1.473,1.264,0.132,0.398,0,0,0.643,0.109,0,0.445,3248.291337,2117.764911,1756.168391,1529.358043,2832.161676,17.99416972
1.364,1.531,1.396,0,0,0,0,0,0,0,0,3276.723915,2184.717308,1659.007128,1556.781441,2946.394093,18.0203602
3.898,6.176,4.248,0,1.039,0,0,1.7,0,0,0.758,3285.355331,3622.936946,2600.869533,2356.541897,5154.019182,33.89764794
1.908,2.771,2.428,0,0,0,0,0,0,0,0.547,3316.088054,1787.322665,1438.561371,1367.982204,2243.857311,16.00247253
3.513,5.77,4.941,0,0.523,0,0,0.466,0,0,0,,,,,,
2.542,3.114,3.675,0,0.453,0,0.359,0,0,0,0.453,3191.184159,2068.630255,1575.70768,1513.463362,3018.286772,19.43047614
5.264,8.023,8.279,0.425,1.179,0,0.258,0,0,0,2.18,,,,,,
1.177,1.244,1.529,0.425,0.492,0,0.258,0,0,0,0,3245.924526,1706.560924,1210.874405,1107.40014,1906.68729,13.5585084
3.054,2.905,3.525,0.425,0.726,0,0.258,0,0,0,0.508,3236.156751,3287.711652,2367.207067,2240.822439,4866.572422,29.66150614
2.868,4.567,3.663,0,0.414,0,0,0,0,0,0.484,3271.463187,3632.496706,2931.971637,2566.96365,4753.881615,32.4602498
3.323,5.153,5.057,0,0,0,0,0.212,0,0.125,1.148,,,,,,
3.138,4.715,3.467,0,0,0,0,0,0,0,1.054,3364.010381,3179.586652,2581.177922,2379.045924,3853.945924,29.33502886
2.417,4.284,4.129,0,0,0,0.359,0,0.156,0,0.695,3180.069684,4354.090299,3898.513389,3668.060329,5715.063109,40.13704351
3.334,5.178,4.224,0,0,0,0,0,0,0,0,,,,,,
2.046,3.218,2.691,0,0.406,0,0,0.412,0.016,0,0.703,3246.13055,1745.7375,1538.773413,1409.362698,2025.506349,15.99007937
4.623,7.278,6.586,0,0.406,0,0,0,0,0,1.062,3151.858061,3884.776172,3060.773646,2888.074133,4961.043766,38.8213676
4.381,6.083,4.862,0,0.5,0,0,0.333,0,0.164,0,3302.197463,2499.596807,2099.947763,1955.608929,2798.223972,22.64080087
3.199,3.324,3.553,0.469,0,0,0.672,0,0.562,0,0.555,3222.468376,2619.309142,1904.798779,1698.346535,2671.725839,23.40189255
1.491,2.402,2.103,0,0,0,0,0.531,0.016,0,0.555,3346.027202,2567.669642,1798.701374,1663.41627,4024.207834,22.04619417
4.078,5.687,5.866,0,0,0,0,0,0,0,0.547,3254.453399,3045.921537,2582.185534,2332.455231,4527.715188,27.38567821
2.035,3.291,2.837,0,0.406,0,0,0.466,0,0.125,1.148,,,,,,
2.037,3.62,2.5,0,0,0,0,0,0,0,1.133,,,,,,
2.93,5.409,3.922,0,0.555,0,0,1.726,0,0,1,3303.252717,2622.239276,2236.163864,2126.127525,2864.426168,22.51088772
4.689,6.616,6.429,0.234,0.453,0,0,0,0,0,0.531,,,,,,
1.451,1.733,2.008,0,0,0,0,0,0,0,0.414,3250.42226,1329.577145,1106.001197,1060.667036,1957.545528,12.14622167
2.195,3.513,3.081,0,0,0,0,0.242,0,0,0.414,3176.560112,1928.275198,1615.938889,1521.375397,2042.402976,16.9906746
1.748,2.724,2.799,0,0.328,0,0,0,0,0,1.203,3185.693777,1494.492857,1252.503571,1207.403571,2084.955952,13.73452381
1.781,2.549,2.348,0,0.703,0,0,0,0,0,0.594,3226.065471,1430.162175,1331.374838,1305.708171,1551.343092,13.16213925
2.884,4.279,3.744,0,0,0,0,0.197,0,0,0.477,3196.030115,2864.288348,2298.317857,2185.525866,3525.638456,25.57842713
0.949,1.771,1.213,0,0,0,0,0,0,0,0,3233.546339,2621.32215,1785.509434,1660.089737,3361.282035,21.84877345
4.59,6.921,5.52,0,0.594,0,0,1.562,0.032,0,0.375,,,,,,
0.832,1.562,1.257,0,0,0,0,0,0,0,0,3181.020341,2631.560025,2330.333013,2162.323516,2976.531513,22.34730123
2.139,2.539,2.418,0,0.57,0.125,0,0.824,0,0.297,0.453,3159.473744,3266.696387,2749.954482,2558.541483,3619.568641,30.30030852
1.622,1.953,1.816,0,0,0,0,0,0,0,0,3244.463037,1752.281445,1591.093137,1509.538462,2128.635526,15.0397746
1.098,1.577,1.524,0,0,0,0,0,0,0,0.695,3310.351134,1176.366667,906.2761905,881.4285714,1804.785714,9.219047619
4.553,6.617,6.344,0,0.586,0,0,0,0,0,0.383,3255.898806,6402.229501,4215.798744,3545.493708,9685.522133,57.91267825
4.95,8.239,7.559,0.1,1.453,0,0,0.995,0,0,2.29,3257.71201,3469.592925,2965.13971,2660.94624,4886.065442,30.34512016
2.397,3.242,3.86,0,0.234,0,0,0,0,0,1.422,3219.357045,2208.003375,1691.419778,1551.238933,2438.125924,19.38054299
2.945,4.28,3.63,0.425,0.906,0,0.258,0.957,0,0,0.594,3121.63484,2658.901862,2264.602564,2121.339194,3017.482921,24.02309219
0.822,0.878,0.865,0,0,0,0,0,0,0,0,,,,,,
6.027,10.12,7.974,0,0.523,0,0,0.86,0,0,1.609,3234.963237,3919.748296,2955.820579,2727.446709,5141.350204,33.7531857
5.395,7.554,7.212,0,0,0,0.25,0.828,0,0,2.133,3332.222113,3969.88405,3252.882998,3027.733504,4377.320756,35.90407615
5.128,7.922,7.221,0,0,0,0,0.576,0,0,1.125,,,,,,
4.821,7.009,5.704,0.219,0.414,0,0.354,0.366,0,0,1.094,3106.465963,3617.961813,3042.35086,2827.674728,4429.301684,32.20513931
3.893,4.32,4.155,0,0.641,0,0,1.606,0,0.352,0.828,3232.625241,3057.19145,2382.801425,2236.97105,3336.231169,27.76383478
2.588,2.599,2.886,0,0.289,0,0,0,0,0,0.383,3241.81362,3305.811436,2519.70671,2233.233478,5385.473954,29.59047619
2.228,2.708,3.229,0,0.586,0,0,0,0,0,0,3167.822435,1107.885015,965.0995171,876.8593573,1845.881385,11.41674992
1.717,2.833,2.976,0,0.281,0,0,0,0,0,0,,,,,,
2.455,3.782,3.811,0,0,0,0,0,0,0,0.633,,,,,,
1.724,2.277,1.954,0,0,0,0.391,0,0.377,0,0.305,3348.71341,1743.155411,1375.684848,1303.001515,2441.41342,13.32554113
1.245,0.303,0.293,0,0,0,0,0,1.375,0,0.258,3374.751072,2548.797622,2242.898049,2145.865715,3219.273319,23.37200226
3.332,4.969,4.195,0,0,0,0,0,0,0,0,3296.879811,2751.065907,2275.058035,2046.935509,3213.770123,23.24355448
1.452,2.413,2.13,0,0,0,0,0.167,0,0,0.406,3384.908345,1460.391352,1127.228396,967.7255602,1652.498179,11.25283613
0.761,1.587,1.563,0,0,0,0,0,0,0,0.695,3325.62451,2630.772727,2152.655732,1803.013416,3123.522873,20.17338495
2.749,4.34,3.823,0,0,0,0,0,0,0,0,,,,,,
3.95,6.232,5.573,0.636,0,0.531,0.641,0.219,0.547,0,0,,,,,,
1.8,2.3,1.815,0,0,0,0,0,0,0,0.305,3294.183535,1529.841758,1339.613187,1203.94652,2093.108425,11.81428571
1.655,2.702,1.976,0,0,0,0,0,0,0,0.367,3391.590939,1852.77023,1571.458181,1413.808122,2108.881452,14.06068931
3.19,4.441,3.873,0,0.516,0,0,0,0,0,1.055,3273.685822,3420.55754,2803.436111,2646.830159,4346.449206,31.11031746
3.858,5.897,5.369,0,0,0,0,0,0,0,0,3242.821691,2963.470346,2523.329726,2232.820491,3339.917424,23.61280664
6.426,9.138,8.214,0.812,1.031,0.352,0.469,1.013,0,0.242,0.938,3316.604701,5059.580425,3179.881994,2916.309487,6502.257475,44.92656951
2.92,3.223,2.714,0,0,0,0,0,0,0,0,3257.268705,3274.470798,2180.98321,2000.862537,5052.382953,28.55348018
1.915,2.431,2.456,0,0,0,0,0,0,0,0.906,3377.849022,3458.743889,2644.819375,2495.230364,4227.772117,31.29831835
2.732,3.817,3.169,0,0.609,0,0,0.969,0,0,0.562,,,,,,
2.333,3.519,3.26,0,0,0,0,0,0,0,0,3310.801877,3104.273647,2605.542478,2416.040386,3585.230069,27.67016595
1.136,1.912,1.349,0,0,0,0,0,0,0,0,3229.446892,1752.763492,1158.549206,1018.847619,1839.446032,11.6952381
5.789,6.956,7.469,0,0,0,0,0.765,0,0,1.977,3222.390599,4703.09367,4105.679031,3713.992606,6766.502074,41.58631377
2.285,2.974,2.445,0,0,0,0,0,0,0,0,,,,,,
2.562,3.642,2.591,0,0.5,0,0,0.667,0,0.164,0,3307.92644,2016.962673,1690.50869,1464.123636,2343.681023,16.61151104
3.024,4.263,2.885,0,0,0,0,0.547,0,0,0,3345.225744,3631.297523,2797.51828,2616.185967,4253.598943,30.72175463
2.715,3.834,3.128,0,0.469,0,0,0.25,0,0,0.68,,,,,,
0.86,1.135,1.056,0,0,0,0,0,0,0,0,3279.091295,2407.682238,1547.283787,1327.095017,3037.65783,19.3168237
3.294,3.712,3.308,0,0,0,0.595,1.12,0,0,0,3253.599774,2904.594393,2498.781656,2295.010524,3812.35233,27.78505939
1.204,1.978,1.814,0,0,0,0,0,0,0,0,3251.831285,1742.509559,1305.253256,1294.841492,1661.861975,12.23704482
0.462,1.094,1.351,0,0,0,0,0,0,0,0,3475.297512,1528.059921,1230.521825,1054.781746,1936.277778,11.7047619
3.745,4.616,4.781,0.425,0.492,0,0.258,0,0,0.477,0.695,3212.105658,2716.93797,2184.518525,1890.369981,3166.285416,23.66498779
3.397,4.798,4.001,0,0,0,0,0.69,0,0,0.921,3351.549478,2826.244541,2519.912703,2244.782219,3571.139509,25.30818201
3.66,6.131,5.599,0,0.469,0,0,0.606,0,0,1.328,3332.528958,3558.740525,2312.199156,2166.110837,4388.241717,30.72082256
1.254,2.3,1.699,0,0,0,0,0,0,0,0,3347.629465,1887.88447,1305.403914,1223.409596,2416.496086,15.58939394
3.641,4.361,4.518,0,0,0,0,0,0,0,0.422,3296.861655,2208.755961,1974.867652,1804.992968,2384.296411,19.17827157
4.811,7.759,6.279,0,0,0,0,0,0,0,0.75,3283.946977,2921.058827,2619.989291,2376.321037,3813.719877,23.38116606
1.603,2.091,1.981,0,0,0,0,0,0,0,0.946,,,,,,
2.489,2.892,2.948,0,0,0,0,0,0.906,0,0.555,,,,,,
1.798,3.245,2.455,0,0,0,0,0,0,0,0,3349.542409,2236.706566,1787.32127,1559.023291,2758.707556,19.97428127
0.68,0.688,0.736,0,0,0,0,0,0,0,0.57,3366.702497,1179.332792,1064.707792,831.3165584,1346.271916,9.006493506
1.243,2.224,1.698,0,0,0,0,0,0,0,0,3296.064914,1442.826866,1197.474182,1137.141854,1674.699672,10.79005325
5.655,7.612,6.718,0,1.079,0,0,1.651,0,0.836,1.484,3306.924762,3751.866714,3076.392718,2767.163678,4473.073374,32.46683039
4.111,7.156,4.733,0,0.5,0,0,2.16,0.032,0,0.5,,,,,,
1.065,1.498,1.187,0,0,0,0,0,0,0,0.305,3184.692057,1285.6375,975.5166667,901.1916667,1674.833333,11.10416667
3.27,5.122,4.825,0,0.461,0,0,0,0,0,0.453,3206.138139,2949.840598,2400.394765,2259.305662,3526.429594,26.58301282
0.971,0.761,1.354,0,0,0,0,0,0,0,0,3337.451734,1837.120205,1230.952213,1122.699008,2275.77494,14.4766095
1.627,2.573,1.894,0,0,0,0.391,0,0.377,0,0,3385.530428,2094.566188,1433.48002,1299.045496,2359.344006,16.28632617
2.06,1.916,2.9,0,0,0,0.942,0,0,0,0.375,,,,,,
1.07,1.518,1.22,0,0,0,0,0,0,0,0,3252.739164,1321.855922,1035.036264,931.1043956,1411.332967,11.23687424
2.539,3.556,2.923,0,0,0,0.391,0,0.377,0,0.305,3199.269385,3091.610564,2469.460052,2271.72095,3821.543019,29.09385614
3.296,3.801,3.794,0,0.469,0,0,0.25,0,0,1.032,3270.221453,2048.670565,1649.354739,1467.523926,2443.713702,17.63744164
4.717,7.664,7.24,0,0.406,0,0,0.412,0.016,0,3.18,3258.206274,4420.832133,3229.063473,2990.070893,6197.164271,42.19809488
2.621,3.707,2.625,0,0,0,0,0,0,0,0.703,3225.022025,1563.654412,1359.578676,1275.250735,1883.1375,13.35
1.427,1.51,2.065,0.25,0,0.352,0.349,0,0,0,0.336,3389.607347,2034.367908,1729.852075,1573.850174,2433.570175,17.79144842
1.6,2.705,2.358,0,0.281,0,0,0,0,0,0,3219.765111,1812.094771,1565.965181,1373.596078,2206.744563,15.61206179
1.908,2.409,2.428,0,0,0,0,0,0,0,0.305,3236.086079,1719.020707,1497.784434,1373.780267,2144.5807,13.86363636
1.483,0.987,2.003,0.234,0,0,0,0,0,0,1.391,3251.803608,2366.570955,2091.153055,1996.555929,3076.160116,21.01232387
3.883,6.228,4.676,0,0.641,0,0,0.287,0,0.258,0.531,3355.118899,3366.934524,2983.067323,2754.196108,3572.457524,29.22973138
0.454,1.282,1.362,0,0,0,0,0,0,0,0,3141.345536,1853.81746,1522.444444,1245.083333,2173.503968,14.09126984
3.379,5.198,4.042,0,0.305,0,0,0,0.906,0,0,3102.712168,4029.488955,3399.172397,3083.928764,4426.495169,34.72523449
0.509,0.865,0.591,0,0,0,0,0,0,0,0,3333.790601,2244.35395,1674.729434,1544.101108,3208.144232,18.64507576
1.527,3.008,2.011,0,0,0,0,0,0,0,0,3273.315514,3235.904147,2495.045266,2234.139904,5049.153137,29.24007406
2.802,4.559,4.381,0,0.445,0,0.667,0.294,0,0,0.509,3276.008387,2046.345375,1583.303896,1492.858748,3494.519935,18.96030669
2.364,2.401,2.169,0.304,0.383,0,0.703,0,1.718,0,0,3440.091948,1613.990033,1377.204493,1318.322467,1808.479493,13.17426471
3.437,5.197,4.929,0,0,0,0,0,0,0,0,3246.89077,2419.817935,2261.239963,2204.204493,2686.924451,23.05345765
2.636,3.92,3.697,0,0,0,0,0,0,0,0,3300.671742,2813.233637,1837.944538,1721.706139,3094.754038,25.10469188
4.695,8.721,7.334,0,0.203,0,0,0.156,0,0.125,1.11,3372.245725,3123.653283,2765.138539,2602.274758,3896.935545,28.97904677
1.057,1.772,1.587,0,0,0,0,0,0,0,0.367,3298.044429,1659.567845,1374.238189,1289.955847,1995.848704,14.62578198
4.069,6.153,5.323,0,0.602,0,0,0.797,0,0,0,3296.648221,2171.184197,1930.549506,1827.629472,2433.778418,19.69155354
2.765,4.851,4.2,0,0,0,0,0,0,0,0,3513.128325,2316.257311,1781.356136,1714.617262,2703.316117,19.98751526
3.588,5.928,5.568,0,0,0.469,0,0,0,0,0,,,,,,
7.271,11.585,10.233,0,1.484,0,0.297,1.016,0.547,0,1.422,,,,,,
3.858,6.186,4.568,0,0.625,0,0,0.999,0,0.43,0.484,3223.181879,1943.941494,1614.55115,1437.026261,2832.483754,17.20049558
1.103,2.4,2.108,0,0.438,0,0,0.5,0,0,1.32,3293.674529,1704.838889,1354.468056,1319.984722,2531.505556,15.20833333
2.749,5.657,4.975,0,0,0.25,0,0.333,0,0,0.453,3238.17056,3543.173206,2879.066448,2616.910391,3860.083595,31.39133122
3.3,2.903,3.065,0.5,0,0.664,0.562,0,0.688,0,0,3334.517781,3979.144048,2722.610918,2567.847625,6434.062739,36.67003438
0.646,1.296,1.059,0,0,0,0,0,0,0,0,,,,,,
1.932,3.234,3.529,0,0,0,0,0,0,0,1.297,3182.429726,2644.835501,2429.637226,2055.440998,2906.621196,23.4638369
1.903,3.065,2.628,0,0.75,0,0,0,0,0.344,0,3151.678435,1332.475305,1146.964774,1115.750488,2031.020726,12.61007326
3.766,6.124,5.85,0,0,0,0,0.561,0,0,2.648,3277.983208,3466.401028,2583.381836,2365.54127,4013.398034,30.59949495
2.062,3.545,3.571,0,0,0,0,0.486,0,0,1.149,3239.358234,2542.059277,1652.927986,1488.63193,3591.3819,22.55707071
3.012,3.082,2.607,0,0.453,0,0,0.531,0.282,0,0,3242.286341,2239.207214,1746.056733,1641.652529,2669.999742,19.94432447
9.119,11.896,12.816,0.094,0,0,0,0.569,0.281,0,1.422,3175.440987,5874.881896,4815.42019,4325.776859,7331.312238,55.98187923
1.52,2.222,2.108,0,0,0,0,0,0,0,0,3267.501151,2158.096428,1683.849034,1417.844474,2708.375104,18.73117201
2.177,3.333,2.865,0,0,0,0,0.902,0,0,0.359,,,,,,
4.983,6.995,6.29,0.312,0.922,0.469,0.391,0.71,0.69,0.312,1.429,3103.125875,5371.158014,4542.409674,4289.259185,7691.603102,51.13303918
3.894,6.121,5.809,0,0,0,0,0.755,0,0,1.039,3167.442069,2828.067877,2447.512834,2285.160728,3944.248637,26.48798146
8.019,11.518,10.625,0.074,1.43,0,0,1.256,0,0.203,1.164,3278.697196,5701.70752,3976.93393,3683.681672,8225.828613,53.81689585
1.804,2.666,2.126,0,0,0,0,0,0,0,0.992,3334.336771,2145.3006,1630.013822,1450.756469,2832.349444,16.99485563
0.89,1.666,1.689,0,0,0,0,0,0,0,0,,,,,,
1.973,3.354,2.916,0,0,0,0,0,0,0,0,3239.306767,2818.386601,2373.18282,2002.459372,3258.815838,23.91877918
4.996,6.875,5.788,0,0,0,0,1.062,0.032,0.508,0,3253.487206,3908.455587,3021.189819,2732.345223,6866.780228,35.77010971
2.547,4.965,4.137,0,0,0,0,0,0,0,0.648,3233.528735,2985.257916,2043.598431,1905.956216,3886.823535,25.89450705
4.908,8.182,6.832,0,0,0,0,0.547,0,0,1.375,3157.811238,5964.060114,4264.603241,3944.450708,7281.763159,59.1004116
2.036,3.445,3.623,0,0,0,0,0,0,0,0,3305.652495,1887.121764,1558.961996,1455.568834,2095.802625,16.40198413
0.865,1.396,1.303,0,0,0,0,0,0,0,0.484,3261.791872,1410.821431,1175.370596,1092.319202,1527.370427,12.56991864
3.094,3.765,4.258,0.85,0.984,0,0.554,0.477,0,0,0.719,3243.487312,1573.465593,1329.098474,1249.364633,1975.947713,14.59252512
1.517,2.538,2.47,0,0,0,0,0,0,0,0,,,,,,
4.818,8.149,7.238,0,0.555,0,0.094,0.486,0,0.312,2.14,3244.692796,2786.358364,2406.158397,2261.481086,4113.971587,24.2019092
3.395,3.326,4.804,0,0,0,0.942,0,0,0,0.453,3313.699684,1682.916126,1582.294697,1461.15184,1996.783153,15.84805195
1.07,2.309,1.683,0,0.406,0,0,0.912,0.016,0,0.703,3232.751306,1457.638845,1134.106443,1094.863225,1619.079096,13.03042178
5.507,7.575,6.609,0,0.531,0,0.038,1.165,0,0,1.828,3050.35239,3739.40646,3167.58807,2800.442616,4232.408994,32.48737929
