Word,GD,TRT,FFD,GPT,nFix,MPS
become,139.33333333333334,180.86666666666667,107.7,238.76666666666668,1.6333333333333333,3382.2111111111108
physician,142.93333333333334,208.43333333333334,107.3,176.73333333333332,1.9333333333333333,3355.738888888889
enrolled,124.86315789473684,193.54736842105262,106.94736842105263,158.4,1.6105263157894736,3351.0973684210526
bachelor,126.35714285714286,135.21428571428572,104.07142857142857,136.42857142857142,1.3571428571428572,3228.8690476190473
arts,189.33333333333334,205.33333333333334,121.88888888888889,337.27777777777777,1.4444444444444444,3489.912037037037
course,136.71428571428572,194.28571428571428,105.64285714285714,175.92857142857142,1.7142857142857142,3367.666666666667
christ,168.88888888888889,234.77777777777777,124.22222222222223,168.88888888888889,2.0,3482.8333333333335
cambridge,145.390625,177.734375,118.34375,216.5,1.46875,3253.9921875
which,107.12883435582822,136.85276073619633,99.25153374233129,127.67484662576688,1.3251533742331287,3249.717265556529
qualify,100.81818181818181,107.81818181818181,100.81818181818181,109.36363636363636,1.0909090909090908,3277.4545454545455
clergyman,263.6666666666667,305.55555555555554,114.66666666666667,925.3333333333334,2.111111111111111,3320.425925925926
educated,125.32432432432432,217.94594594594594,105.94594594594595,154.97297297297297,1.90990990990991,3338.0131917631916
stowe,140.86666666666667,187.33333333333334,110.73333333333333,174.8,1.7333333333333334,3348.7
trinity,143.75,211.25,114.66666666666667,363.75,1.6666666666666667,3334.2361111111113
long,123.21951219512195,153.4878048780488,119.1219512195122,236.21951219512195,1.3170731707317074,3276.845528455285
academic,111.14285714285714,208.21428571428572,102.28571428571429,162.71428571428572,1.9285714285714286,3440.0773809523807
career,116.38095238095238,139.1984126984127,110.52380952380952,127.92857142857143,1.3095238095238095,3197.7427248677245
included,139.5625,193.25,139.5625,148.3125,1.5,3288.489583333333
wales,120.43478260869566,138.43478260869566,107.6086956521739,176.34782608695653,1.3478260869565217,3309.6521739130435
swansea,154.73333333333332,203.0,132.26666666666668,270.2,1.6,3314.088888888889
ten,103.9,103.9,103.9,103.9,1.0,3293.7
vice-president,227.92857142857142,251.21428571428572,128.57142857142858,335.2857142857143,2.142857142857143,3243.011904761905
aberystwyth,316.84615384615387,348.46153846153845,199.3846153846154,536.6923076923077,1.6153846153846154,3228.8333333333335
harrow,125.27906976744185,219.32558139534885,109.83720930232558,173.93023255813952,1.8604651162790697,3286.8966408268734
entered,130.56923076923076,168.73846153846154,117.93846153846154,146.15384615384616,1.476923076923077,3294.856923076923
83rd,228.7,316.3,154.4,407.4,2.1,3395.78
dorothy,177.33333333333334,222.66666666666666,149.58333333333334,177.33333333333334,1.6666666666666667,3367.4027777777774
miss,124.0,147.76190476190476,119.61904761904762,163.9047619047619,1.3333333333333333,3301.007936507937
porter,121.93333333333334,162.6,116.33333333333333,138.66666666666666,1.4666666666666666,3384.344444444445
earned,130.81578947368422,149.94736842105263,117.76315789473684,158.42105263157896,1.2894736842105263,3272.3157894736837
b.a,96.36363636363636,101.45454545454545,87.18181818181819,107.54545454545455,1.1818181818181819,3411.9545454545455
king,127.28070175438596,173.71929824561403,121.05263157894737,203.19298245614036,1.456140350877193,3247.1052631578946
jr,120.875,173.5625,118.15625,185.5625,1.4375,3311.8125
associate,148.64705882352942,251.23529411764707,102.0,176.2941176470588,2.4705882352941178,3325.705882352941
pastor,145.9655172413793,192.93103448275863,134.3448275862069,345.7241379310345,1.5172413793103448,3268.9252873563223
ebenezer,223.4375,372.25,140.75,244.5625,2.875,3336.559375
wrote,134.55555555555554,198.44444444444446,116.29629629629629,169.85185185185185,1.7407407407407407,3332.182716049382
letter,128.6153846153846,201.76923076923077,120.23076923076923,145.76923076923077,1.8461538461538463,3404.512820512821
recommendation,132.0,258.70588235294116,100.3529411764706,173.47058823529412,2.4705882352941178,3297.809943977591
crozer,134.7058823529412,422.11764705882354,118.05882352941177,859.5294117647059,3.1176470588235294,3325.400326797386
started,119.45454545454545,193.04545454545453,113.31818181818181,180.3181818181818,1.6590909090909092,3292.6155303030305
ministerial,148.64705882352942,218.05882352941177,106.88235294117646,195.52941176470588,1.8823529411764706,3378.1617647058824
degree,114.72043010752688,150.66666666666666,106.58064516129032,140.32258064516128,1.3870967741935485,3304.049103942653
morehouse,193.88235294117646,279.88235294117646,132.11764705882354,407.2352941176471,2.1176470588235294,3409.828431372549
religion,203.3,203.3,147.7,553.0,1.4,3300.75
richert,156.06666666666666,194.2,116.46666666666667,166.13333333333333,1.6,3346.2111111111108
vogt,200.85714285714286,228.07142857142858,173.5,200.85714285714286,1.3571428571428572,3335.4880952380954
von,119.52173913043478,143.43478260869566,119.52173913043478,164.52173913043478,1.173913043478261,3634.108695652174
koch,130.12820512820514,160.05128205128204,120.8974358974359,165.64102564102564,1.3846153846153846,3298.944444444445
1838-1913,271.4,308.1,116.7,271.4,2.1,3292.8833333333337
lieutenant-colonel,305.0,411.0,159.23529411764707,305.0,3.0588235294117645,3331.3221288515406
royal,130.92307692307693,148.35897435897436,118.61538461538461,191.7948717948718,1.3076923076923077,3310.521367521367
horse,113.33333333333333,123.66666666666667,113.33333333333333,218.4,1.1333333333333333,3212.633333333333
guards,140.0625,183.6875,114.1875,220.3125,1.5625,3273.96875
sweden,202.66666666666666,222.41666666666666,124.83333333333333,863.0,1.4166666666666667,3280.9166666666665
phi,153.60714285714286,187.92857142857142,144.53571428571428,170.75,1.3214285714285714,3423.973214285714
beta,145.0857142857143,196.25714285714287,136.45714285714286,167.74285714285713,1.457142857142857,3342.6452380952383
kappa,138.93333333333334,175.06666666666666,131.13333333333333,210.23333333333332,1.4,3438.1188888888887
magna,170.11764705882354,224.35294117647058,139.0,203.94117647058823,1.7647058823529411,3328.828431372549
cum,116.70833333333333,151.375,116.70833333333333,159.45833333333334,1.3333333333333333,3234.694444444444
laude,108.05263157894737,187.89473684210526,108.05263157894737,243.47368421052633,1.5263157894736843,3359.5438596491226
harvard,122.75862068965517,170.29655172413794,112.04137931034482,173.93103448275863,1.4413793103448276,3258.1055555555554
columbia,122.65217391304348,158.83695652173913,102.68478260869566,190.1086956521739,1.5217391304347827,3224.9376811594207
law,120.70212765957447,152.25531914893617,119.60992907801419,160.31205673758865,1.2553191489361701,3339.1418439716313
same,121.73584905660377,139.03773584905662,116.26415094339623,193.0,1.2452830188679245,3291.965408805032
after,121.67727272727272,156.8090909090909,114.74545454545455,128.38636363636363,1.3227272727272728,3341.867196969697
their,128.94736842105263,151.02631578947367,106.21052631578948,181.1578947368421,1.236842105263158,3242.675438596491
home,105.5625,123.5625,105.5625,144.3125,1.1875,3222.75
york,98.55284552845528,114.1219512195122,96.8130081300813,152.46341463414635,1.146341463414634,3315.7642276422766
roosevelt,137.6243093922652,186.02209944751382,118.06077348066299,170.76795580110496,1.5856353591160222,3244.523296500921
intensive,188.8125,226.375,143.1875,188.8125,1.5625,3223.994791666667
tutoring,144.0,153.66666666666666,136.6,158.33333333333334,1.2,3236.5111111111114
under,115.38157894736842,142.93421052631578,111.34210526315789,204.0921052631579,1.3421052631578947,3202.561403508772
arthur,134.2941176470588,159.88235294117646,134.2941176470588,172.47058823529412,1.2941176470588236,3212.823529411765
hamilton,117.61538461538461,132.46153846153845,101.92307692307692,136.23076923076923,1.3846153846153846,3278.8076923076924
cutler,157.16666666666666,172.16666666666666,149.91666666666666,165.0,1.1666666666666667,3278.375
preparation,143.58064516129033,319.51612903225805,120.90322580645162,173.51612903225808,2.7096774193548385,3251.303892612764
entrance,182.57142857142858,216.92857142857142,133.21428571428572,477.7142857142857,1.6428571428571428,3270.845238095238
exam,123.34615384615384,146.69230769230768,115.57692307692308,242.84615384615384,1.3076923076923077,3303.153846153846
montpelier,193.8125,279.375,117.625,222.0,2.125,3371.875
vermont,134.20454545454547,160.22727272727272,127.06818181818181,192.22727272727272,1.3409090909090908,3275.3314393939395
norwich,134.64285714285714,150.57142857142858,130.78571428571428,167.35714285714286,1.2142857142857142,3325.25
1852-1854,430.0,507.125,112.625,443.375,3.0,3421.3541666666665
naval,106.19565217391305,110.3913043478261,102.0,136.45652173913044,1.0869565217391304,3211.532608695652
wake,155.35294117647058,394.7647058823529,134.52941176470588,238.52941176470588,2.235294117647059,3307.8209150326797
forest,136.52173913043478,230.7391304347826,121.06521739130434,272.10869565217394,1.826086956521739,3301.436594202898
carroll,140.3,282.3,118.2,140.3,2.2,3219.7916666666665
considered,146.05882352941177,271.1764705882353,118.17647058823529,154.2941176470588,2.2941176470588234,3366.478431372549
best,106.18681318681318,129.05494505494505,99.94505494505495,135.16483516483515,1.2967032967032968,3269.866300366301
head,108.21621621621621,140.67567567567568,108.21621621621621,120.97297297297297,1.2972972972972974,3288.7837837837833
coaches,159.64705882352942,343.88235294117646,135.58823529411765,159.64705882352942,2.4705882352941178,3308.936274509804
ranks,107.93333333333334,225.26666666666668,107.93333333333334,158.13333333333333,1.8666666666666667,3323.320634920635
well,123.70689655172414,159.01724137931035,115.41379310344827,172.6551724137931,1.3448275862068966,3326.5379310344824
sport,144.6153846153846,287.9230769230769,126.61538461538461,242.76923076923077,2.4615384615384617,3510.830128205128
top,128.6,222.93333333333334,113.46666666666667,478.6,1.8666666666666667,3287.8476190476194
recruiters,174.4375,277.75,141.3125,1836.8125,2.125,3322.6895833333333
bryn,146.75,175.8125,114.1875,172.0,1.4375,3427.8333333333335
mawr,141.2941176470588,182.8235294117647,126.76470588235294,207.8235294117647,1.4705882352941178,3409.21568627451
receiving,132.225,169.525,117.425,148.425,1.5,3310.89375
philosophy,157.77083333333334,185.64583333333334,131.85416666666666,253.60416666666666,1.4583333333333333,3239.63125
debuted,152.36363636363637,171.8181818181818,116.45454545454545,177.1818181818182,1.5454545454545454,3311.924242424243
broadway,141.56,174.0,119.72,306.0,1.48,3298.72
landing,117.8,132.4,110.0,132.4,1.2,3154.65
bit,158.66666666666666,158.66666666666666,158.66666666666666,687.6666666666666,1.0,2981.0
part,114.48275862068965,130.20689655172413,110.89655172413794,128.20689655172413,1.2413793103448276,3242.8333333333335
night,114.90625,165.375,112.59375,194.09375,1.53125,3205.9791666666665
hostess,248.5,288.3,161.2,643.2,1.7,3290.3833333333337
before,112.84745762711864,139.76271186440678,107.62711864406779,173.22033898305085,1.2881355932203389,3309.5480225988704
final,138.0,138.0,120.66666666666667,218.66666666666666,1.1666666666666667,3579.9166666666665
volunteer,149.43478260869566,199.30434782608697,117.8695652173913,165.52173913043478,1.6521739130434783,3348.1369565217387
navy,106.55263157894737,156.0,103.73684210526316,216.42105263157896,1.3157894736842106,3180.767543859649
flier,154.875,154.875,154.875,447.25,1.0,3181.875
franklin,143.8,197.84444444444443,121.86666666666666,182.2,1.6,3252.857037037037
marshall,150.28571428571428,192.21428571428572,123.78571428571429,159.57142857142858,1.6428571428571428,3318.6071428571427
lancaster,154.33333333333334,197.16666666666666,135.25,178.83333333333334,1.6666666666666667,3355.7083333333335
drama,143.13888888888889,199.83333333333334,122.69444444444444,428.8888888888889,1.4166666666666667,3322.2175925925926
city,104.06756756756756,123.20270270270271,100.71621621621621,133.1216216216216,1.2432432432432432,3238.445945945946
interrupted,145.0,174.9090909090909,118.63636363636364,145.0,1.5454545454545454,3286.090909090909
service,129.3846153846154,172.71794871794873,123.2051282051282,411.71794871794873,1.4871794871794872,3231.8128205128205
world,114.82758620689656,124.93103448275862,112.44827586206897,218.75862068965517,1.1379310344827587,3338.873563218391
war,109.44827586206897,123.43103448275862,101.74137931034483,223.17241379310346,1.1896551724137931,3188.887931034483
ii,94.28571428571429,115.85714285714286,94.28571428571429,445.64285714285717,1.1428571428571428,3213.3571428571427
during,129.70967741935485,163.79032258064515,116.14516129032258,140.61290322580646,1.403225806451613,3204.2661290322576
amphibious,293.6666666666667,371.22222222222223,155.44444444444446,293.6666666666667,2.3333333333333335,3125.3
forces,103.85714285714286,190.5,103.85714285714286,340.2142857142857,1.7142857142857142,3102.1666666666665
europe,121.73529411764706,137.6764705882353,112.20588235294117,151.5,1.1764705882352942,3174.1127450980393
africa,129.8,183.4,129.8,965.1,1.4,3161.583333333333
khâgne,185.25,291.0625,123.5,260.8125,2.1875,3233.00625
lycée,165.46666666666667,229.33333333333334,147.66666666666666,231.06666666666666,1.7333333333333334,3305.883333333333
henri,128.65217391304347,179.30434782608697,113.3913043478261,185.0,1.6521739130434783,3238.717391304348
iv,111.75,163.75,111.75,190.75,1.375,3415.0
befriended,200.13333333333333,229.4,139.06666666666666,262.3333333333333,1.6666666666666667,3360.866666666667
senegalese,215.57142857142858,268.5,117.14285714285714,333.0,1.9285714285714286,3373.3666666666663
statesman,148.47368421052633,164.78947368421052,119.15789473684211,174.44736842105263,1.4210526315789473,3252.245614035088
leopold,164.0,169.0909090909091,157.27272727272728,164.0,1.1818181818181819,3325.1363636363635
sedar,199.33333333333334,207.55555555555554,182.77777777777777,447.3333333333333,1.2222222222222223,3322.0555555555557
senghor,126.63636363636364,142.8181818181818,126.63636363636364,157.8181818181818,1.1818181818181819,3278.4848484848485
école,120.64285714285714,159.78571428571428,108.64285714285714,159.5,1.3571428571428572,3323.7678571428573
normale,151.36363636363637,196.0,127.0,151.36363636363637,1.5454545454545454,3301.1363636363635
supérieure,125.25,141.75,104.25,315.1666666666667,1.3333333333333333,3253.625
agrégation,237.45454545454547,277.72727272727275,171.1818181818182,245.0,1.8181818181818181,3250.3787878787884
carlanstown,209.88235294117646,265.05882352941177,148.52941176470588,241.88235294117646,2.0588235294117645,3273.470588235294
ns,149.11111111111111,162.11111111111111,137.55555555555554,149.11111111111111,1.2222222222222223,3101.0555555555557
st,107.91666666666667,148.83333333333334,107.91666666666667,135.83333333333334,1.3333333333333333,3377.2083333333335
patrick,126.51851851851852,151.92592592592592,109.92592592592592,171.62962962962962,1.4814814814814814,3299.864197530864
navan,235.58333333333334,298.3333333333333,208.66666666666666,504.9166666666667,1.5833333333333333,3197.923611111111
this,120.85714285714286,153.4857142857143,116.41428571428571,233.52857142857144,1.3,3346.182857142857
technique,142.2,183.46666666666667,113.0,163.6,1.6666666666666667,3286.1833333333334
particularly,132.80434782608697,191.82608695652175,117.6304347826087,349.82608695652175,1.6521739130434783,3310.0702898550726
useful,138.4375,156.875,115.8125,172.0625,1.4375,3306.0833333333335
excavation,213.0,275.5,111.35714285714286,291.35714285714283,2.142857142857143,3374.0714285714284
hanging,127.53658536585365,150.6341463414634,121.21951219512195,141.14634146341464,1.2926829268292683,3301.987804878049
gardens,135.29166666666666,139.33333333333334,113.875,149.875,1.25,3263.375
babylon,139.17391304347825,167.30434782608697,113.73913043478261,195.7391304347826,1.565217391304348,3227.916666666667
1899-1917,271.75,271.75,88.5,271.75,1.875,3074.5833333333335
built,125.65384615384616,183.03846153846155,120.65384615384616,140.5,1.5384615384615385,3271.676282051282
ca,133.0,163.21052631578948,119.36842105263158,176.8421052631579,1.4210526315789473,3043.4122807017543
bc,97.66666666666667,131.66666666666666,97.66666666666667,147.11111111111111,1.4444444444444444,3306.7407407407404
using,92.25,105.75,92.25,164.125,1.125,3532.0625
mainly,130.1304347826087,154.47826086956522,108.26086956521739,211.65217391304347,1.5217391304347827,3203.026086956522
unfired,127.0,166.26666666666668,108.73333333333333,202.46666666666667,1.5333333333333334,3260.95
mudbricks,266.07142857142856,283.92857142857144,149.64285714285714,655.2857142857143,1.7857142857142858,3136.184523809524
despite,156.90625,202.09375,139.5625,156.90625,1.53125,3287.158854166667
poverty,123.65217391304348,161.2608695652174,115.04347826086956,152.30434782608697,1.434782608695652,3295.6521739130435
grew,119.11111111111111,137.92592592592592,105.11111111111111,133.14814814814815,1.2962962962962963,3206.234567901234
up,100.18518518518519,125.55555555555556,98.14814814814815,105.70370370370371,1.3333333333333333,3130.392592592593
managed,129.8235294117647,140.58823529411765,113.88235294117646,151.05882352941177,1.2352941176470589,3281.676470588235
laurinburg,206.78571428571428,261.57142857142856,148.42857142857142,211.14285714285714,2.0,3327.261904761905
institute,126.92,145.6,124.56,135.88,1.2,3247.68
previously,98.66666666666667,217.6,84.86666666666666,98.66666666666667,2.0,3318.866666666667
star,126.64,248.04,124.28,141.92,2.04,3347.193333333333
player,126.14285714285714,185.0,111.45714285714286,160.97142857142856,1.7714285714285714,3244.555238095238
ole,138.3846153846154,285.0,117.46153846153847,307.2307692307692,2.3846153846153846,3302.8044871794873
1968-1970,170.0,388.53333333333336,87.46666666666667,392.8666666666667,3.0,3322.5666666666666
junior,125.35714285714286,286.92857142857144,115.85714285714286,312.57142857142856,2.357142857142857,3260.8071428571425
season,107.76923076923077,134.69230769230768,104.6923076923077,189.73076923076923,1.3076923076923077,3222.455128205128
finished,133.03703703703704,174.74074074074073,100.77777777777777,424.51851851851853,1.6666666666666667,3230.8333333333335
fourth,103.42857142857143,161.57142857142858,103.42857142857143,112.0,1.4285714285714286,3283.1428571428573
voting,105.38461538461539,188.92307692307693,101.46153846153847,235.53846153846155,1.8461538461538463,3303.108974358974
heisman,144.33333333333334,226.2,124.13333333333334,277.6666666666667,1.9333333333333333,3266.8944444444446
trophy,107.08333333333333,150.25,107.08333333333333,130.25,1.25,3196.0138888888887
senior,119.88888888888889,129.0,102.77777777777777,183.44444444444446,1.3333333333333333,3278.222222222222
third,156.0,226.0,156.0,1329.125,1.5,3164.375
juilliard,170.0,277.88235294117646,143.94117647058823,192.47058823529412,1.8235294117647058,3365.2156862745096
manhattan,118.42857142857143,133.42857142857142,103.78571428571429,152.35714285714286,1.3571428571428572,3419.9761904761904
music,114.1651376146789,144.1559633027523,107.89908256880734,274.8073394495413,1.275229357798165,3224.5733944954127
died,126.23529411764706,174.7058823529412,121.0,163.69117647058823,1.411764705882353,3311.2132352941176
society,150.1304347826087,224.69565217391303,130.56521739130434,210.7826086956522,1.7391304347826086,3302.677536231884
record,128.68421052631578,183.8421052631579,110.94736842105263,406.0,1.631578947368421,3413.3377192982457
mark,126.45454545454545,140.36363636363637,113.81818181818181,126.45454545454545,1.2727272727272727,3337.7727272727275
architectural,175.2941176470588,256.94117647058823,130.76470588235293,280.88235294117646,1.9411764705882353,3293.2039215686273
army,109.75862068965517,132.41379310344828,104.41379310344827,247.27586206896552,1.3103448275862069,3249.9256704980844
got,119.75,143.25,119.75,119.75,1.1666666666666667,3377.4166666666665
tulane,168.71794871794873,176.3846153846154,117.3076923076923,201.33333333333334,1.4871794871794872,3218.534188034188
period,118.15384615384616,149.84615384615384,118.15384615384616,133.53846153846155,1.3076923076923077,3274.346153846154
spent,133.08333333333334,139.0,125.58333333333333,139.08333333333334,1.1666666666666667,3380.6111111111113
traveling,135.57142857142858,158.35714285714286,108.92857142857143,172.28571428571428,1.5,3358.452380952381
abroad,106.38636363636364,173.6818181818182,103.02272727272727,366.84090909090907,1.5681818181818181,3234.3723484848483
her,121.3785046728972,152.8271028037383,110.64485981308411,175.41121495327104,1.3364485981308412,3298.9735202492207
chicago,128.64,146.22,108.6,162.82,1.36,3179.195
graduating,133.42105263157896,206.94736842105263,112.56140350877193,177.21052631578948,1.8070175438596492,3338.1652046783624
been,105.72222222222223,144.5,101.73015873015873,162.87301587301587,1.3650793650793651,3370.055555555556
oxford,123.6875,207.5,123.6875,154.6875,1.75,3280.2395833333335
closest,119.35483870967742,147.03225806451613,112.16129032258064,158.2258064516129,1.3548387096774193,3334.3924731182797
friends,110.68,155.92,106.12,131.4,1.48,3330.74
outlook,143.28571428571428,274.35714285714283,105.78571428571429,257.57142857142856,2.5,3329.0452380952383
life,124.87755102040816,144.89795918367346,120.36734693877551,341.6530612244898,1.2040816326530612,3324.9557823129253
andover,161.7058823529412,224.76470588235293,129.3235294117647,208.23529411764707,1.911764705882353,3304.145098039216
exclusive,158.82758620689654,204.3793103448276,133.9655172413793,188.13793103448276,1.6551724137931034,3214.7787356321837
boarding,116.5,159.70833333333334,98.25,235.125,1.6666666666666667,3357.5833333333335
libby,141.10526315789474,180.26315789473685,123.94736842105263,141.10526315789474,1.368421052631579,3314.7368421052633
yale,112.82352941176471,152.4313725490196,108.90196078431373,165.90196078431373,1.392156862745098,3215.5
professors,143.44444444444446,178.66666666666666,117.22222222222223,259.22222222222223,1.6666666666666667,3463.6111111111113
paul,128.3,165.425,124.075,253.075,1.375,3207.3041666666672
wolfowitz,292.5,332.4,175.6,1074.6,1.9,3205.425
wright,152.4,226.4,122.3,184.0,1.85,3349.7416666666663
received,141.2,209.925,113.0375,180.4,1.7375,3269.677083333333
fulbright,156.77777777777777,237.88888888888889,113.77777777777777,175.33333333333334,2.0,3253.453703703704
fellowship,210.33333333333334,210.33333333333334,158.77777777777777,210.33333333333334,1.4444444444444444,3346.277777777778
travelled,138.44444444444446,223.11111111111111,132.77777777777777,166.11111111111111,1.7777777777777777,3415.1666666666665
barry,176.2,194.1,134.9,176.2,1.2,3361.9
played,115.10204081632654,188.3265306122449,107.24489795918367,165.3265306122449,1.7346938775510203,3332.4306122448975
miami,127.875,194.375,120.4375,127.875,1.5,3377.9375
early-mid,135.26666666666668,191.93333333333334,113.33333333333333,178.6,1.6,3431.0555555555557
1960s,149.6,155.9,124.2,239.2,1.3,3390.4
lead,104.74285714285715,130.4,97.94285714285714,143.05714285714285,1.3428571428571427,3364.666666666667
ncaa,154.16666666666666,182.58333333333334,130.16666666666666,334.0833333333333,1.4166666666666667,3358.680555555556
scoring,168.27272727272728,196.72727272727272,149.54545454545453,913.0,1.4545454545454546,3367.7878787878785
berkeley,141.0909090909091,188.27272727272728,109.18181818181819,236.72727272727272,1.6363636363636365,3415.242424242424
economics,143.40740740740742,172.1851851851852,127.62962962962963,161.22222222222223,1.3333333333333333,3306.487654320988
master,126.0,135.22222222222223,126.0,144.66666666666666,1.1111111111111112,3408.3888888888887
graduate,128.85714285714286,128.85714285714286,103.42857142857143,128.85714285714286,1.2857142857142858,3448.8571428571427
business,124.74117647058823,182.7764705882353,115.29411764705883,316.7176470588235,1.588235294117647,3320.538823529412
administration,132.5,168.8,112.8,153.9,1.6,3315.9333333333334
high,110.23333333333333,143.72222222222223,107.1,157.27777777777777,1.3222222222222222,3296.9055555555556
chabot,160.8125,205.5,155.5625,196.75,1.5,3293.5520833333335
hayward,176.0,203.76923076923077,125.53846153846153,502.84615384615387,1.8461538461538463,3393.0128205128203
transferred,122.36363636363636,181.45454545454547,108.36363636363636,122.36363636363636,1.7272727272727273,3316.7727272727275
sacramento,197.27272727272728,274.0,133.0,197.27272727272728,1.8181818181818181,3342.8863636363635
latin,134.0,193.19230769230768,123.38461538461539,161.5,1.4615384615384615,3303.3333333333335
attending,108.93103448275862,133.24137931034483,98.48275862068965,121.3103448275862,1.3103448275862069,3225.948275862069
withdrew,145.11111111111111,207.11111111111111,109.88888888888889,193.77777777777777,1.8888888888888888,3569.0833333333335
following,110.44444444444444,155.0185185185185,95.81481481481481,135.72222222222223,1.537037037037037,3288.0
acting,132.23076923076923,198.78846153846155,124.63461538461539,162.5,1.5576923076923077,3276.1785256410253
dramatic,111.25,124.33333333333333,111.25,166.75,1.0833333333333333,3208.4583333333335
donald,136.44444444444446,287.18518518518516,115.66666666666667,192.37037037037038,2.3703703703703702,3372.8486467236467
rumsfeld,141.1875,207.5,121.875,146.5625,1.875,3347.6145833333335
trier,121.875,147.1875,121.875,166.1875,1.1875,3289.3125
princeton,151.24,179.96,111.2,169.0,1.6,3230.123333333334
ba,99.35714285714286,113.57142857142857,94.21428571428571,122.28571428571429,1.1428571428571428,3286.1071428571427
accomplished,132.08333333333334,169.33333333333334,100.91666666666667,147.5,1.6666666666666667,3265.347222222222
amateur,121.6,151.8,121.6,180.2,1.2,3214.35
wrestler,112.18181818181819,126.45454545454545,89.27272727272727,112.18181818181819,1.4545454545454546,3056.651515151515
1954-57,133.28571428571428,229.28571428571428,120.71428571428571,398.14285714285717,2.142857142857143,3314.785714285714
aviator,162.36363636363637,162.36363636363637,135.8181818181818,609.2727272727273,1.1818181818181819,3021.090909090909
attend,115.94117647058823,139.58823529411765,102.11764705882354,125.3529411764706,1.411764705882353,3283.0686274509803
subsequently,137.64705882352942,187.41176470588235,123.3529411764706,174.2941176470588,1.588235294117647,3285.2745098039213
drop,107.35714285714286,129.35714285714286,102.5,107.35714285714286,1.2857142857142858,3291.714285714286
georgetown,152.875,181.6875,115.6875,162.3125,1.8125,3298.50625
center,127.25,166.0625,117.97916666666667,414.5625,1.4166666666666667,3226.1618055555555
sportsmanship,193.9375,403.5,103.0,208.6875,3.1875,3309.820833333333
showed,137.1764705882353,203.47058823529412,130.76470588235293,159.8235294117647,1.6470588235294117,3289.514705882353
fight,102.07692307692308,109.0,102.07692307692308,153.76923076923077,1.0769230769230769,3213.8846153846152
michigan,141.93939393939394,165.4848484848485,105.63636363636364,168.66666666666666,1.6666666666666667,3335.9884559884563
agricultural,153.6,241.33333333333334,132.8,190.8,2.0,3345.616666666667
launching,137.0,137.0,118.625,137.0,1.25,3128.375
journalist,128.18421052631578,160.57894736842104,112.55263157894737,192.48684210526315,1.381578947368421,3238.734649122807
news-record,157.0,157.0,96.0909090909091,157.0,1.7272727272727273,3154.318181818182
covered,140.75,140.75,106.375,160.0,1.375,3282.0625
pullman,127.875,159.875,127.875,135.125,1.25,3220.0
strike,105.7,113.4,94.5,145.3,1.2,3221.5
coxey,157.8,179.6,138.9,165.9,1.4,3125.6
de,117.19354838709677,166.67741935483872,106.35483870967742,175.06451612903226,1.4838709677419355,3299.3252688172047
mount,115.35714285714286,184.42857142857142,107.14285714285714,168.14285714285714,1.5714285714285714,3327.309523809524
hermon,126.11764705882354,143.1764705882353,119.23529411764706,130.8235294117647,1.2941176470588236,3339.823529411765
sheffield,139.41666666666666,195.25,112.5,161.83333333333334,1.8333333333333333,3343.944444444444
science,125.58620689655173,138.3448275862069,120.96551724137932,140.27586206896552,1.206896551724138,3261.396551724138
mgm,131.02173913043478,201.41304347826087,118.19565217391305,184.32608695652175,1.7391304347826086,3203.9565217391305
lot,114.44444444444444,145.22222222222223,114.44444444444444,143.83333333333334,1.2777777777777777,3201.6388888888887
diploma,141.62962962962962,222.37037037037038,123.62962962962963,212.07407407407408,1.8518518518518519,3292.8734567901233
los,115.23809523809524,142.0952380952381,107.14285714285714,201.61904761904762,1.3333333333333333,3286.4761904761904
angeles,109.44117647058823,142.91176470588235,92.61764705882354,132.64705882352942,1.5294117647058822,3193.561274509804
married,123.666,172.12,108.704,175.332,1.534,3242.5577999999996
age,119.30508474576271,126.0677966101695,116.8135593220339,243.72881355932202,1.0847457627118644,3180.0169491525426
teach,112.95121951219512,132.4878048780488,110.21951219512195,135.4878048780488,1.2195121951219512,3285.2804878048782
clarke,123.125,132.91666666666666,119.45833333333333,142.79166666666666,1.125,3236.9166666666665
deaf,104.21428571428571,104.21428571428571,96.21428571428571,104.21428571428571,1.1428571428571428,3259.9285714285716
autumn,148.04761904761904,148.04761904761904,120.71428571428571,363.3333333333333,1.1904761904761905,3108.825396825397
remarkable,154.53333333333333,218.26666666666668,112.33333333333333,166.6,2.0,3326.938888888889
diverse,131.06666666666666,216.46666666666667,104.2,161.2,2.1333333333333333,3252.668888888889
interests,145.1875,218.375,127.75,261.6875,1.75,3328.7291666666665
leading,122.62068965517241,152.41379310344828,115.10344827586206,154.93103448275863,1.3793103448275863,3283.908045977011
what,109.3225806451613,131.41935483870967,104.12903225806451,161.80645161290323,1.2903225806451613,3387.9225806451614
called,125.74545454545455,176.1090909090909,109.34545454545454,171.21818181818182,1.509090909090909,3287.5375757575753
strenuous,182.47058823529412,267.11764705882354,136.41176470588235,385.3529411764706,2.0,3242.654901960784
william,134.0081300813008,176.08943089430895,113.27642276422765,199.90243902439025,1.4878048780487805,3235.5364498644985
inns,140.08333333333334,160.25,140.08333333333334,196.83333333333334,1.1666666666666667,3390.7083333333335
court,146.41666666666666,146.41666666666666,119.41666666666667,173.66666666666666,1.25,3353.375
